Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Alcoholism,0.23731961474074448,1.673735132578371,0.0,0.02745123917080666,180,103,MAP2K1;ARAF;GRB2;BRAF;GNG4;MAPK1;HDAC6;KRAS;HAT1;HDAC2;CALM2;RAF1;GNB4;CALM1;GRIN2A;GNG5;NRAS;ATF2;GRIN2B;HIST1H2AG;HIST1H4I;HIST1H3G;GNAI3;SHC4;CREB3;SHC1;PPP1CA;HIST1H2AC;GNG7;CREB3L2;CAMK4;SLC18A1;SLC29A1;HDAC10;DRD2;CAMKK1;CREB1;GRIN2C;GNB5;H2AFV;ADCY5;GNG12;GRIN1;HIST1H4E;HIST1H3A;GNG11;MAPK3;HIST1H2BK;GNAS;PPP1R1B;SLC18A2;TH;DRD1;CAMKK2;CRH;DDC;HDAC3;PKIA;GNAI2;HDAC9;HIST2H2BE;CREB3L4;SLC6A3;GNAI1;PRKACA;GNB2;HDAC11;HIST1H2BJ;GRIN2D;NTRK2;HDAC4;HRAS;HDAC7;ATF4;HDAC5;GNGT2;HDAC8;ADORA2A;CALM3;ADORA2B;MAOA;HDAC1;GRIN3A;SOS2;HIST1H3B;HIST1H2AH;PPP1CC;CREB3L1;MAOB;ATF6B;CALML6;GRIN3B;GNB1;HIST1H2BD;HIST1H2AL;H2AFX;SOS1;FOSB;BDNF;CREB5;GNG8;H2AFY2;H2AFY,MAP2K1;ARAF;GRB2;BRAF;GNG4;MAPK1;HDAC6;KRAS;HAT1;HDAC2;CALM2;RAF1;GNB4;CALM1;GRIN2A;GNG5;NRAS;ATF2;GRIN2B;HIST1H2AG;HIST1H4I;HIST1H3G;GNAI3;SHC4;CREB3;SHC1;PPP1CA;HIST1H2AC;GNG7;CREB3L2;CAMK4;SLC18A1;SLC29A1;HDAC10;DRD2;CAMKK1;CREB1;GRIN2C;GNB5;H2AFV;ADCY5;GNG12;GRIN1;HIST1H4E;HIST1H3A;GNG11;MAPK3;HIST1H2BK;GNAS;PPP1R1B;SLC18A2;TH;DRD1;CAMKK2;CRH;DDC;HDAC3;PKIA;GNAI2;HDAC9;HIST2H2BE;CREB3L4;SLC6A3;GNAI1;PRKACA;GNB2;HDAC11;HIST1H2BJ;GRIN2D;NTRK2;HDAC4;HRAS;HDAC7;ATF4;HDAC5;GNGT2;HDAC8;ADORA2A;CALM3
Natural killer cell mediated cytotoxicity,0.23275841671051653,1.6707200099910464,0.0,0.02756840909409669,131,105,MAP2K1;ARAF;GRB2;BRAF;MAPK1;PPP3CA;KRAS;LCK;RAF1;KIR2DL4;NCR2;NCR1;PRF1;VAV3;KLRC3;NRAS;PPP3R1;PRKCB;KLRC1;NFATC2;RAC1;KIR3DL2;SHC4;BID;CD247;CASP3;SHC1;FCGR3B;TNFRSF10A;FAS;ZAP70;ITGB2;IFNA1;PIK3CA;IFNA2;PRKCG;NFATC1;NCR3;FYN;CSF2;HCST;IFNA21;KLRC2;SYK;PIK3CD;HLA-A;MAPK3;IFNGR1;IFNA7;IFNAR1;KIR2DS4;CD244;TYROBP;PIK3R3;VAV1;IFNGR2;MAP2K2;IFNA16;ICAM2;PLCG2;KIR2DL3;KIR3DL1;FCGR3A;ICAM1;FASLG;PLCG1;IFNA10;PIK3R2;CD48;HLA-B;PRKCA;PPP3CC;HRAS;IFNB1;PIK3R1;KIR2DL1;RAC3;PIK3CB;IFNA8;SH2D1A;IFNAR2;KLRK1;PPP3R2;PAK1;ITGAL;IFNG;PPP3CB;IFNA14;SOS2;LAT;TNF;FCER1G;GZMB;LCP2;IFNA5;TNFSF10;IFNA17;KLRD1;MICB;IFNA4;TNFRSF10B;PTPN6;PTK2B;PTPN11;SOS1,MAP2K1;ARAF;GRB2;BRAF;MAPK1;PPP3CA;KRAS;LCK;RAF1;KIR2DL4;NCR2;NCR1;PRF1;VAV3;KLRC3;NRAS;PPP3R1;PRKCB;KLRC1;NFATC2;RAC1;KIR3DL2;SHC4;BID;CD247;CASP3;SHC1;FCGR3B;TNFRSF10A;FAS;ZAP70;ITGB2;IFNA1;PIK3CA;IFNA2;PRKCG;NFATC1;NCR3;FYN;CSF2;HCST;IFNA21;KLRC2;SYK;PIK3CD;HLA-A;MAPK3;IFNGR1;IFNA7;IFNAR1;KIR2DS4;CD244;TYROBP;PIK3R3;VAV1;IFNGR2;MAP2K2;IFNA16;ICAM2;PLCG2;KIR2DL3;KIR3DL1;FCGR3A;ICAM1;FASLG;PLCG1;IFNA10;PIK3R2;CD48;HLA-B;PRKCA;PPP3CC;HRAS;IFNB1;PIK3R1;KIR2DL1;RAC3;PIK3CB;IFNA8;SH2D1A;IFNAR2;KLRK1;PPP3R2;PAK1;ITGAL;IFNG;PPP3CB
Retinol metabolism,0.3138610765072073,1.6621150297515794,0.03260869565217391,0.029237748386684553,67,36,CYP3A5;UGT2B28;ADH1B;UGT1A9;ADH7;ADH1A;ADH5;CYP2B6;DHRS3;DHRS4;CYP2S1;ALDH1A1;RDH11;CYP2C8;CYP4A11;CYP2C9;ALDH1A2;RDH5;DHRS9;CYP1A1;CYP2A6;CYP3A4;HSD17B6;CYP1A2;AOX1;RETSAT;LRAT;ADH1C;ADH6;UGT1A6;UGT1A3;RDH8;UGT1A1;RDH12;DGAT1;CYP3A7,CYP3A5;UGT2B28;ADH1B;UGT1A9;ADH7;ADH1A;ADH5;CYP2B6;DHRS3;DHRS4;CYP2S1;ALDH1A1;RDH11;CYP2C8;CYP4A11;CYP2C9;ALDH1A2;RDH5;DHRS9;CYP1A1;CYP2A6;CYP3A4;HSD17B6;CYP1A2;AOX1;RETSAT;LRAT;ADH1C;ADH6;UGT1A6;UGT1A3
Insulin secretion,0.25993452075788326,1.6639067314193765,0.020202020202020204,0.029304197814836116,86,73,KCNMA1;KCNN1;ATP1A3;KCNU1;SLC2A2;FFAR1;ABCC8;ATF2;PRKCB;CREB3;PRKACG;CCKAR;ADCY1;CREB3L2;KCNMB4;KCNN4;CACNA1S;ATP1A4;PRKACB;ATP1A1;PLCB3;CACNA1F;PRKCG;CREB1;GPR119;ADCY5;INS;KCNN2;ADCY9;GCK;PDX1;ATP1B2;KCNMB3;CACNA1C;ATP1B3;KCNMB2;GNAS;KCNN3;GLP1R;ADCY7;CAMK2A;SLC2A1;CREB3L4;PLCB1;PRKACA;ADCY2;GCG;RYR2;CAMK2G;ATP1B1;PRKCA;ATF4;ATP1B4;ADCY3;TRPM4;CHRM3;ITPR3;CREB3L1;CACNA1D;RAPGEF4;ATF6B;KCNJ11;CAMK2D;FXYD2;GNA11;GNAQ;PCLO;RIMS2;STX1A;CREB5;PLCB4;ADCY6;CAMK2B,KCNMA1;KCNN1;ATP1A3;KCNU1;SLC2A2;FFAR1;ABCC8;ATF2;PRKCB;CREB3;PRKACG;CCKAR;ADCY1;CREB3L2;KCNMB4;KCNN4;CACNA1S;ATP1A4;PRKACB;ATP1A1;PLCB3;CACNA1F;PRKCG;CREB1;GPR119;ADCY5;INS;KCNN2;ADCY9;GCK;PDX1;ATP1B2;KCNMB3;CACNA1C;ATP1B3;KCNMB2;GNAS;KCNN3;GLP1R;ADCY7;CAMK2A
Legionellosis,0.3002156954432423,1.657894611076553,0.01098901098901099,0.02935325618171363,55,47,SAR1A;CD14;NLRC4;HSF1;CXCL1;CLK1;CASP7;CXCL3;TLR2;NFKB1;CASP3;ITGB2;IL12A;ARF1;HSPA2;CASP1;HSPA1A;CASP9;BNIP3;HSPA1B;RELA;IL12B;NFKBIA;TLR4;IL6;CASP8;CXCL2;C3;NAIP;IL18;SAR1B;HSPA8;MYD88;ITGAM;PYCARD;CYCS;TLR5;TNF;CR1;CXCL8;NFKB2;APAF1;HSPD1;VCP;IL1B;RAB1B;BCL2L13,SAR1A;CD14;NLRC4;HSF1;CXCL1;CLK1;CASP7;CXCL3;TLR2;NFKB1;CASP3;ITGB2;IL12A;ARF1;HSPA2;CASP1;HSPA1A;CASP9;BNIP3;HSPA1B;RELA;IL12B;NFKBIA;TLR4;IL6;CASP8;CXCL2;C3;NAIP;IL18;SAR1B;HSPA8
Type I diabetes mellitus,0.31700672925441753,1.6639369415637602,0.010638297872340425,0.029540521990762212,43,35,HLA-DRA;CPE;PRF1;HLA-DOA;CD28;HLA-DRB1;HLA-DRB4;FAS;IL12A;IL2;HLA-DMB;HLA-DMA;HLA-DPB1;IL12B;INS;LTA;HLA-DQA2;HLA-DRB5;HLA-DOB;HLA-A;CD86;HLA-DQB1;FASLG;HLA-B;HLA-DPA1;HLA-DRB3;IFNG;HLA-DQA1;TNF;GZMB;CD80;GAD1;HSPD1;IL1B;GAD2,HLA-DRA;CPE;PRF1;HLA-DOA;CD28;HLA-DRB1;HLA-DRB4;FAS;IL12A;IL2;HLA-DMB;HLA-DMA;HLA-DPB1;IL12B;INS;LTA;HLA-DQA2;HLA-DRB5;HLA-DOB;HLA-A;CD86
Aldosterone-regulated sodium reabsorption,0.3152186564821427,1.6587674900796696,0.021505376344086023,0.029584384183144446,37,32,MAPK1;KRAS;ATP1A3;PDPK1;PRKCB;SGK1;PIK3CA;ATP1A4;ATP1A1;PRKCG;INS;SCNN1A;ATP1B2;PIK3CD;ATP1B3;MAPK3;IGF1;NR3C2;PIK3R3;HSD11B2;IRS1;PIK3R2;ATP1B1;PRKCA;ATP1B4;PIK3R1;PIK3CB;SCNN1G;FXYD2;SFN;INSR;NEDD4L,MAPK1;KRAS;ATP1A3;PDPK1;PRKCB;SGK1;PIK3CA;ATP1A4;ATP1A1;PRKCG;INS;SCNN1A;ATP1B2;PIK3CD;ATP1B3;MAPK3;IGF1;NR3C2;PIK3R3;HSD11B2;IRS1;PIK3R2;ATP1B1;PRKCA;ATP1B4;PIK3R1;PIK3CB
Neuroactive ligand-receptor interaction,0.19471647498744019,1.6398086951896884,0.0,0.03285769688540594,338,247,BDKRB2;TACR3;CRHR1;CHRM2;UCN2;CHRNA3;CHRM5;KNG1;GRIK5;PTGER3;GRM8;GRIK3;GRM7;C5;GRIN2A;CHRNA10;GCGR;CHRND;TAAR8;GRIN2B;ADORA3;GPR35;SST;PRL;HTR2A;HTR1B;LHCGR;GLRA2;GZMA;LTB4R2;PRSS2;P2RY10;POMC;GABRR1;NTSR2;CCKBR;CCKAR;HTR4;TACR1;PTGER2;DRD4;CHRNA4;HTR1A;CALCA;GABRG3;GRPR;PTAFR;GHR;ADRA2A;PTGER1;GH1;DRD2;S1PR1;PTGER4;TRPV1;GABRA1;CHRNA5;ADRB3;LPAR3;GRIN2C;LEPR;GNRHR;MTNR1B;FSHR;PRLR;CNR2;ADRA1A;PRSS1;CHRNA2;ADRA1D;HTR1E;RXFP1;RXFP4;TSHR;GABRA4;PLG;HTR5A;HTR2C;GRM6;NPFFR1;EDNRA;TSPO;GRIN1;THRB;HRH4;HCRTR2;OPRL1;SSTR4;TRHR;S1PR4;S1PR2;S1PR3;F2RL1;GLP1R;HTR6;CHRNB1;MTNR1A;P2RY8;P2RY11;LEP;NMB;CHRNA7;GRM3;C5AR1;GABRQ;HCRTR1;C3;AVPR1A;ADM;DRD1;GRIA2;GABRR2;CRH;NTSR1;GRIK4;UTS2R;ADRA2B;FPR1;CHRNA1;MC4R;PTGDR;GABRA3;CHRNG;OXTR;GRIK1;P2RY2;GABRD;CHRNA6;HTR1F;GRIA1;P2RY13;HRH1;F2R;CNR1;NPBWR1;AGTR2;HTR2B;S1PR5;GABRA5;LPAR1;ADORA1;GRM4;ADRA2C;NMUR2;NPY5R;GABRG1;GPR83;GRM5;GCG;EDNRB;GLRB;GRIN2D;SSTR5;NR3C1;CHRNB3;HCRT;OPRD1;FPR3;P2RX7;GLRA1;ADRB2;CHRNE;MCHR1;GABRB1;P2RX1;OXT;AGTR1;P2RY14;GRM1;GRM2;ADORA2A;GABRB2;FPR2;KISS1R;CYSLTR1;AVPR2;ADORA2B;UCN;NPY2R;ADRB1;CALCR;LPAR2;LTB4R;CHRM3;GHRHR;HTR1D;CHRM1;GALR2;THRA;GHRL;SSTR2;HRH2;GRIK2;CTSG;GRIN3A;MLNR;EDN1;TACR2;TAAR1;MCHR2;GNRH1;PTGIR;GABRA2;P2RY6;GABRR3;CHRNB4;P2RX4;OPRK1;DRD3;PMCH;GALR1;APLNR;OPRM1;CHRNA9;HRH3;GABBR2;GHSR;F2;CGA;P2RY4;AGT;PTGFR;PRSS3;GRIN3B;CALCRL;NPFFR2;VIPR1;GPR156;GABBR1;HTR7;GRIA4;GABRE;GABRG2;GABRA6;GLRA3;TAAR6;MAS1;LPAR6;TBXA2R;GABRP;LPAR4;PRLHR;DRD5;GALR3;NPY1R;TAAR9;GABRB3,BDKRB2;TACR3;CRHR1;CHRM2;UCN2;CHRNA3;CHRM5;KNG1;GRIK5;PTGER3;GRM8;GRIK3;GRM7;C5;GRIN2A;CHRNA10;GCGR;CHRND;TAAR8;GRIN2B;ADORA3;GPR35;SST;PRL;HTR2A;HTR1B;LHCGR;GLRA2;GZMA;LTB4R2;PRSS2;P2RY10;POMC;GABRR1;NTSR2;CCKBR;CCKAR;HTR4;TACR1;PTGER2;DRD4;CHRNA4;HTR1A;CALCA;GABRG3;GRPR;PTAFR;GHR;ADRA2A;PTGER1;GH1;DRD2;S1PR1;PTGER4;TRPV1;GABRA1;CHRNA5;ADRB3;LPAR3;GRIN2C;LEPR;GNRHR;MTNR1B;FSHR;PRLR;CNR2;ADRA1A;PRSS1;CHRNA2;ADRA1D;HTR1E;RXFP1;RXFP4;TSHR;GABRA4;PLG;HTR5A;HTR2C;GRM6;NPFFR1;EDNRA;TSPO;GRIN1;THRB;HRH4;HCRTR2;OPRL1;SSTR4;TRHR;S1PR4;S1PR2;S1PR3;F2RL1;GLP1R;HTR6;CHRNB1;MTNR1A;P2RY8;P2RY11;LEP;NMB;CHRNA7;GRM3;C5AR1;GABRQ;HCRTR1;C3;AVPR1A;ADM;DRD1;GRIA2;GABRR2;CRH;NTSR1;GRIK4;UTS2R;ADRA2B;FPR1;CHRNA1;MC4R;PTGDR;GABRA3;CHRNG;OXTR;GRIK1;P2RY2;GABRD;CHRNA6;HTR1F;GRIA1;P2RY13;HRH1;F2R;CNR1;NPBWR1;AGTR2;HTR2B;S1PR5;GABRA5;LPAR1;ADORA1;GRM4;ADRA2C;NMUR2;NPY5R;GABRG1;GPR83;GRM5;GCG;EDNRB;GLRB;GRIN2D;SSTR5;NR3C1;CHRNB3;HCRT;OPRD1;FPR3;P2RX7;GLRA1;ADRB2;CHRNE;MCHR1;GABRB1;P2RX1;OXT;AGTR1;P2RY14;GRM1;GRM2;ADORA2A;GABRB2;FPR2;KISS1R;CYSLTR1;AVPR2;ADORA2B;UCN;NPY2R;ADRB1;CALCR;LPAR2;LTB4R;CHRM3;GHRHR;HTR1D;CHRM1;GALR2;THRA;GHRL;SSTR2;HRH2;GRIK2;CTSG;GRIN3A;MLNR;EDN1;TACR2;TAAR1;MCHR2;GNRH1;PTGIR;GABRA2;P2RY6;GABRR3;CHRNB4;P2RX4;OPRK1;DRD3;PMCH;GALR1;APLNR;OPRM1
Lysosome,0.25217107004175127,1.6341064039109383,0.010416666666666666,0.03485911443358252,123,73,SLC11A1;NAGPA;MAN2B1;SORT1;CTNS;ABCB9;CTSD;LIPA;SLC11A2;ASAH1;LAMP2;CLN3;MCOLN1;MANBA;LGMN;GAA;TCIRG1;PLA2G15;CLTB;GM2A;AP4S1;CTSH;CTSK;HYAL1;NAGLU;PSAP;NPC1;ATP6V0B;IDUA;CD68;AP1B1;ACP5;ARSG;CD63;GBA;LITAF;CTSE;SMPD1;GNPTAB;IGF2R;PPT1;AP3B1;LAMP3;SCARB2;CTSB;AP3D1;GLA;CTSL;GUSB;GALC;GALNS;GGA2;CTSC;PPT2;HEXA;CTSW;CTSG;CTSA;AP1S2;LAPTM5;CTSS;LAMP1;M6PR;CTSF;NAGA;ATP6AP1;ATP6V0A1;CLTC;ATP6V0C;HEXB;DNASE2;NEU1;CLTA,SLC11A1;NAGPA;MAN2B1;SORT1;CTNS;ABCB9;CTSD;LIPA;SLC11A2;ASAH1;LAMP2;CLN3;MCOLN1;MANBA;LGMN;GAA;TCIRG1;PLA2G15;CLTB;GM2A;AP4S1;CTSH;CTSK;HYAL1;NAGLU;PSAP;NPC1;ATP6V0B;IDUA;CD68;AP1B1;ACP5;ARSG;CD63;GBA;LITAF;CTSE;SMPD1;GNPTAB;IGF2R;PPT1;AP3B1;LAMP3;SCARB2;CTSB
Cholinergic synapse,0.2355995469747475,1.6268866740744337,0.03,0.036233816021050066,112,95,AKT1;MAP2K1;GNG4;MAPK1;KRAS;GNB4;CHRM2;CHRNA3;CHRM5;ITPR1;CHAT;GNG5;NRAS;ACHE;PRKCB;GNAI3;KCNQ3;CREB3;PRKACG;ADCY1;GNG7;CREB3L2;CHRNA4;CAMK4;KCNJ4;CACNA1S;PIK3CA;PRKACB;SLC18A3;PLCB3;CACNA1F;PRKCG;CREB1;KCNJ14;GNB5;ADCY5;GNG12;FYN;ADCY9;BCL2;CACNA1C;PIK3CD;GNG11;MAPK3;KCNQ2;KCNQ1;ADCY7;PIK3R6;CAMK2A;CHRNA7;PIK3R3;GNAI2;KCNJ12;CHRNA6;CREB3L4;PLCB1;PIK3CG;GNAI1;PRKACA;PIK3R2;PIK3R5;GNB2;ADCY2;FOS;CAMK2G;PRKCA;HRAS;KCNQ4;ATF4;PIK3R1;GNGT2;PIK3CB;ADCY3;ITPR2;AKT3;KCNJ6;CHRM3;CHRM1;KCNQ5;ITPR3;JAK2;CHRNB4;CREB3L1;CACNA1D;CACNA1A;GNB1;CAMK2D;AKT2;GNA11;GNAQ;CREB5;GNG8;PLCB4;ADCY6;CAMK2B,AKT1;MAP2K1;GNG4;MAPK1;KRAS;GNB4;CHRM2;CHRNA3;CHRM5;ITPR1;CHAT;GNG5;NRAS;ACHE;PRKCB;GNAI3;KCNQ3;CREB3;PRKACG;ADCY1;GNG7;CREB3L2;CHRNA4;CAMK4;KCNJ4;CACNA1S;PIK3CA;PRKACB;SLC18A3;PLCB3;CACNA1F;PRKCG;CREB1;KCNJ14;GNB5;ADCY5;GNG12;FYN;ADCY9;BCL2;CACNA1C;PIK3CD;GNG11;MAPK3;KCNQ2;KCNQ1;ADCY7;PIK3R6;CAMK2A;CHRNA7;PIK3R3;GNAI2;KCNJ12;CHRNA6;CREB3L4;PLCB1;PIK3CG;GNAI1;PRKACA;PIK3R2;PIK3R5;GNB2;ADCY2;FOS;CAMK2G;PRKCA;HRAS;KCNQ4;ATF4;PIK3R1
Drug metabolism,0.24918391818169683,1.6270061119412218,0.02,0.036510410036477925,108,80,CYP3A5;UCK2;ALDH1A3;UGT2B28;GSTP1;GSTK1;ADH1B;UCKL1;CYP2D6;GSTA2;CYP2C19;CMPK1;UGT1A9;ADH7;ADH1A;RRM2;NAT1;ADH5;CES1;CYP2B6;NME4;GSTA3;GSTM1;ITPA;NME1-NME2;NME3;DPYD;IMPDH2;GSTA5;CYP2C8;IMPDH1;CYP2E1;CYP2C9;HPRT1;TPMT;ALDH3B1;GSTM4;NME1;MGST1;GMPS;CYP2A6;GSTM5;CYP3A4;RRM1;CYP1A2;AOX1;UPB1;NME6;ALDH3A1;GUSB;UCK1;CDA;ADH1C;NME2;XDH;ADH6;UGT1A6;UGT1A3;FMO1;ALDH3B2;GSTA1;TK1;HPGDS;MGST2;MAOA;RRM2B;TYMP;GSTO1;UGT1A1;TK2;MAOB;NME7;GSTA4;CES2;GSTO2;GSTT1;GSTM3;GSTM2;DUT;MPO,CYP3A5;UCK2;ALDH1A3;UGT2B28;GSTP1;GSTK1;ADH1B;UCKL1;CYP2D6;GSTA2;CYP2C19;CMPK1;UGT1A9;ADH7;ADH1A;RRM2;NAT1;ADH5;CES1;CYP2B6;NME4;GSTA3;GSTM1;ITPA;NME1-NME2;NME3;DPYD;IMPDH2;GSTA5;CYP2C8;IMPDH1;CYP2E1;CYP2C9;HPRT1;TPMT;ALDH3B1;GSTM4;NME1;MGST1;GMPS;CYP2A6;GSTM5;CYP3A4;RRM1;CYP1A2;AOX1;UPB1;NME6;ALDH3A1;GUSB;UCK1;CDA;ADH1C;NME2;XDH;ADH6;UGT1A6;UGT1A3;FMO1;ALDH3B2;GSTA1;TK1;HPGDS;MGST2;MAOA;RRM2B;TYMP;GSTO1;UGT1A1;TK2
Estrogen signaling pathway,0.2328514777294155,1.6125951380218437,0.0,0.039266366030083835,137,98,AKT1;MAP2K1;GRB2;MAPK1;KRAS;CALM2;RAF1;RARA;EGFR;HSP90AA1;ITPR1;CTSD;SRC;CALM1;HSP90B1;NRAS;HSP90AB1;ATF2;PRKCD;GNAI3;SHC4;CREB3;POMC;PRKACG;SHC1;ADCY1;CREB3L2;HSPA2;HSPA1A;PIK3CA;PRKACB;PLCB3;CREB1;HSPA1B;ADCY5;KRT23;JUN;HBEGF;ADCY9;ESR1;BCL2;NCOA2;PIK3CD;NCOA1;MAPK3;KRT12;GNAS;KRT26;ADCY7;PIK3R3;GNAI2;MAP2K2;ESR2;HSPA8;NCOA3;CREB3L4;PLCB1;GNAI1;PRKACA;PIK3R2;ADCY2;FOS;GPER1;TFF1;HRAS;ATF4;PIK3R1;KRT25;GRM1;TGFA;PIK3CB;CALM3;FKBP4;ADCY3;KRT19;PGR;ITPR2;AKT3;KCNJ6;SOS2;ITPR3;OPRM1;CREB3L1;ATF6B;GABBR2;CALML6;KCNJ5;GABBR1;AKT2;MMP2;MMP9;GNAQ;SOS1;CREB5;NOS3;FKBP5;PLCB4;ADCY6,AKT1;MAP2K1;GRB2;MAPK1;KRAS;CALM2;RAF1;RARA;EGFR;HSP90AA1;ITPR1;CTSD;SRC;CALM1;HSP90B1;NRAS;HSP90AB1;ATF2;PRKCD;GNAI3;SHC4;CREB3;POMC;PRKACG;SHC1;ADCY1;CREB3L2;HSPA2;HSPA1A;PIK3CA;PRKACB;PLCB3;CREB1;HSPA1B;ADCY5;KRT23;JUN;HBEGF;ADCY9;ESR1;BCL2;NCOA2;PIK3CD;NCOA1;MAPK3;KRT12;GNAS;KRT26;ADCY7;PIK3R3;GNAI2;MAP2K2;ESR2;HSPA8;NCOA3;CREB3L4;PLCB1;GNAI1;PRKACA;PIK3R2;ADCY2;FOS;GPER1;TFF1;HRAS;ATF4;PIK3R1;KRT25;GRM1;TGFA;PIK3CB;CALM3;FKBP4;ADCY3;KRT19;PGR;ITPR2;AKT3;KCNJ6
Glucagon signaling pathway,0.2270047917642972,1.611282509913078,0.01,0.03928574493833306,103,90,AKT1;FBP1;PPP3CA;CALM2;ACACA;SIRT1;SLC2A2;ITPR1;CALM1;GCGR;ATF2;PPP3R1;PKM;PRKAG3;CREBBP;PFKFB1;CREB3;PRKACG;PPP4C;LDHAL6A;CREB3L2;EP300;SIK1;PRKAB2;PYGL;PRKACB;PLCB3;GYS1;CREB1;PRKAA2;PRMT1;GCK;ACACB;PHKB;PPP4R3A;PDHB;G6PC3;CPT1A;GNAS;CAMK2A;LDHC;PPARGC1A;PYGB;PRKAB1;PRKAG1;SLC2A1;CREB3L4;PLCB1;PCK2;PRKACA;SIK2;PCK1;PRKAG2;ADCY2;GCG;CAMK2G;LDHA;PDHA1;G6PC;PPP3CC;ATF4;FOXO1;PDE3B;CALM3;PGAM1;PPARA;PHKA1;PYGM;PPP3R2;ITPR2;AKT3;PPP3CB;CPT1B;PRKAA1;G6PC2;ITPR3;CREB3L1;PHKG1;CALML6;CAMK2D;AKT2;LDHB;PFKL;PHKG2;LDHAL6B;GNAQ;CREB5;PLCB4;CAMK2B;PHKA2,AKT1;FBP1;PPP3CA;CALM2;ACACA;SIRT1;SLC2A2;ITPR1;CALM1;GCGR;ATF2;PPP3R1;PKM;PRKAG3;CREBBP;PFKFB1;CREB3;PRKACG;PPP4C;LDHAL6A;CREB3L2;EP300;SIK1;PRKAB2;PYGL;PRKACB;PLCB3;GYS1;CREB1;PRKAA2;PRMT1;GCK;ACACB;PHKB;PPP4R3A;PDHB;G6PC3;CPT1A;GNAS;CAMK2A;LDHC;PPARGC1A;PYGB;PRKAB1;PRKAG1;SLC2A1;CREB3L4;PLCB1;PCK2;PRKACA;SIK2;PCK1;PRKAG2;ADCY2;GCG;CAMK2G;LDHA;PDHA1;G6PC;PPP3CC;ATF4;FOXO1;PDE3B;CALM3;PGAM1;PPARA;PHKA1;PYGM;PPP3R2;ITPR2;AKT3;PPP3CB;CPT1B
Rheumatoid arthritis,0.23754675841900816,1.5959101937506541,0.030927835051546393,0.04118549898436628,91,71,HLA-DRA;IL11;TGFB1;CXCL5;CXCL6;CCL3;HLA-DOA;CXCL1;CD28;ATP6V1C1;HLA-DRB1;TLR2;TCIRG1;CCL20;HLA-DRB4;TGFB2;CTLA4;ITGB2;CXCL12;HLA-DMB;HLA-DMA;CTSK;HLA-DPB1;TNFSF13;ATP6V0B;LTB;HLA-DQA2;CSF2;JUN;TEK;HLA-DRB5;TLR4;ACP5;HLA-DOB;IL6;CD86;CCL5;IL15;TGFB3;TNFSF11;CCL3L3;IL18;HLA-DQB1;ICAM1;VEGFA;FLT1;CTSL;CSF1;FOS;HLA-DPA1;ATP6V1A;ATP6V1D;TNFRSF11A;HLA-DRB3;IL23A;ITGAL;ATP6V1F;IFNG;HLA-DQA1;TNFSF13B;TNF;CXCL8;ATP6AP1;CD80;ATP6V0A1;ANGPT1;IL1B;MMP1;ATP6V0C;CCL2;IL17A,HLA-DRA;IL11;TGFB1;CXCL5;CXCL6;CCL3;HLA-DOA;CXCL1;CD28;ATP6V1C1;HLA-DRB1;TLR2;TCIRG1;CCL20;HLA-DRB4;TGFB2;CTLA4;ITGB2;CXCL12;HLA-DMB;HLA-DMA;CTSK;HLA-DPB1;TNFSF13;ATP6V0B;LTB;HLA-DQA2;CSF2;JUN;TEK;HLA-DRB5;TLR4;ACP5;HLA-DOB;IL6;CD86;CCL5;IL15;TGFB3;TNFSF11;CCL3L3;IL18;HLA-DQB1;ICAM1;VEGFA;FLT1;CTSL;CSF1;FOS;HLA-DPA1
Vasopressin-regulated water reabsorption,0.3013867655970458,1.6007255660769018,0.011111111111111112,0.0412429450727323,44,27,RAB11A;NSF;CREB3;PRKACG;RAB5A;CREB3L2;DCTN2;PRKACB;CREB1;AQP3;ADCY9;ARHGDIB;STX4;GNAS;DYNLL2;AQP2;CREB3L4;PRKACA;ARHGDIA;RAB5B;DYNLL1;AVPR2;ADCY3;DCTN6;CREB3L1;CREB5;ADCY6,RAB11A;NSF;CREB3;PRKACG;RAB5A;CREB3L2;DCTN2;PRKACB;CREB1;AQP3;ADCY9;ARHGDIB;STX4;GNAS;DYNLL2;AQP2;CREB3L4;PRKACA;ARHGDIA;RAB5B
